structure,unit_cells,selectivity_(n_co2/n_n2)/(p_co2/p_n2),loading_mol_kg_co2_avg,loading_mol_kg_co2_err,loading_mol_kg_n2_avg,loading_mol_kg_n2_err,loading_mg_g_co2_avg,loading_mg_g_co2_err,loading_mg_g_n2_avg,loading_mg_g_n2_err,loading_g_L_co2_avg,loading_g_L_co2_err,loading_g_L_n2_avg,loading_g_L_n2_err,loading_num_molecules_co2_avg,loading_num_molecules_co2_err,loading_num_molecules_n2_avg,loading_num_molecules_n2_err
SAXFII_clean_pacmof,6,168.1111111111111,0.00801,0.00291,0.00027,9e-05,0.35245,0.12823,0.00765,0.00241,1.22539,0.44582,0.02661,0.00837,0.2958,0.10762,0.01009,0.00317
SARPIL_clean_pacmof,12,14.47440964578747,1.02111,0.01389,0.39976,0.00601,44.92741,0.61117,11.19868,0.1685,83.1253,1.1308,20.71994,0.31176,23.86858,0.3247,9.34449,0.1406
SAYTUJ_clean_pacmof,36,5.132366273798731,0.03996,0.00096,0.04412,0.00091,1.75798,0.04213,1.23607,0.02554,4.45284,0.10672,3.13088,0.06469,1.16908,0.02802,1.29106,0.02667
SASKIH_clean_pacmof,27,4161.167775314116,3.3118,0.09528,0.00451,0.00083,145.71508,4.19238,0.12635,0.02327,536.15617,15.4258,0.46488,0.0856,180.5324,5.19412,0.24586,0.04527
SARTIR_clean_pacmof,27,11.420795087807535,0.64115,0.01659,0.31812,0.00581,28.20976,0.73012,8.91169,0.16284,47.49511,1.22926,15.00408,0.27416,11.38915,0.29477,5.65101,0.10326
SATCIB_clean_pacmof,4,16.478136548784764,0.35933,0.01445,0.12357,0.00202,15.81008,0.63587,3.4617,0.05665,50.45718,2.02934,11.04787,0.18078,15.15353,0.60946,5.21127,0.08527
SAXRIS_clean_pacmof,8,155.32705807275045,1.7181,0.04077,0.06268,0.00096,75.59439,1.79375,1.75576,0.02697,284.60262,6.75322,6.61022,0.10155,132.35944,3.14071,4.82843,0.07418
SATROV_clean_pacmof,48,188.6245461997892,2.84235,0.11041,0.08539,0.00253,125.06001,4.8578,2.39198,0.07088,406.69018,15.79737,7.77864,0.2305,90.9423,3.53254,2.73199,0.08095
SAWJAC_clean_pacmof,4,1653.9838588588584,2.59189,0.02355,0.00888,0.00105,114.03985,1.03622,0.24865,0.02936,378.95265,3.44333,0.82626,0.09755,187.61434,1.70475,0.6425,0.07585
SEFWIL_clean_pacmof,8,7.335965417867436,0.22461,0.0042,0.1735,0.00203,9.8824,0.185,4.86021,0.05682,18.34986,0.34351,9.02455,0.10551,4.99333,0.09348,3.85706,0.04509
SEFVAC_clean_pacmof,8,7.704497382017408,0.2614,0.00232,0.19226,0.00156,11.50142,0.10213,5.38582,0.04366,20.78959,0.18461,9.73524,0.07892,5.7112,0.05071,4.20051,0.03405
SEFWAD_clean_pacmof,8,12.015324359266863,0.37174,0.01782,0.17532,0.00215,16.35622,0.78398,4.91132,0.06019,29.76271,1.42657,8.93692,0.10953,8.12192,0.3893,3.83043,0.04695
SEHMUO_clean_pacmof,8,1216.3999037536091,4.46061,0.12309,0.02078,0.0024,196.26132,5.41584,0.58218,0.0671,597.87393,16.49835,1.77352,0.20442,247.88667,6.84044,1.15492,0.13312
SEGBIR_clean_pacmof,24,7.2798326728313505,0.13615,0.00391,0.10598,0.00093,5.99034,0.17192,2.9689,0.02612,14.67033,0.42103,7.27082,0.06397,3.78211,0.10854,2.9441,0.0259
SEFWOR_clean_pacmof,8,20.297566371681413,0.55047,0.04738,0.15368,0.00429,24.22001,2.08464,4.30507,0.12016,44.86331,3.86144,7.97439,0.22258,12.23776,1.05332,3.4165,0.09536
SEFVEG_clean_pacmof,8,10.070263748279697,0.31421,0.00899,0.17681,0.00305,13.82485,0.39564,4.95297,0.08543,24.97359,0.71469,8.94718,0.15432,6.86493,0.19646,3.86292,0.06663
SEHLAU_clean_pacmof,6,116633.39393939394,2.26406,0.19352,0.00011,3e-05,99.61586,8.5147,0.00322,0.00081,420.01544,35.90096,0.01358,0.00342,166.73346,14.2516,0.00847,0.00213
SEFTUU_clean_pacmof,8,6.680783242258651,0.24164,0.00263,0.20496,0.00365,10.63194,0.11566,5.74159,0.10223,19.3329,0.21031,10.44039,0.1859,5.27945,0.05743,4.47798,0.07973
SEHLEY_clean_pacmof,6,108436.30303030301,2.10494,0.1324,0.00011,7e-05,92.61489,5.82539,0.00299,0.00199,393.40745,24.74496,0.01268,0.00846,155.17756,9.76052,0.00786,0.00524
SEFVEG02_clean_pacmof,8,8.956034070245956,0.27524,0.00915,0.17415,0.0034,12.11017,0.40241,4.87848,0.09526,21.84017,0.72573,8.79812,0.1718,6.01349,0.19982,3.80482,0.0743
SEHMAU_clean_pacmof,12,648.9018253576713,2.32116,0.03069,0.02027,0.00162,102.12835,1.35052,0.56782,0.0454,371.69535,4.9152,2.06656,0.16524,69.58673,0.9202,0.60766,0.04859
SEFTOO_clean_pacmof,8,9.157571646599967,0.47649,0.00766,0.29485,0.00443,20.96516,0.33715,8.25972,0.12407,39.11996,0.6291,15.41223,0.2315,10.595,0.17038,6.55604,0.09848
SEFVOQ_clean_pacmof,8,9.086697593579471,0.41825,0.00914,0.26083,0.00301,18.4027,0.4022,7.30672,0.08443,35.05366,0.76612,13.91791,0.16083,9.46031,0.20676,5.89957,0.06817
SEGMEW_clean_pacmof,8,13.0639721627409,0.08613,0.00224,0.03736,0.00059,3.78967,0.09854,1.04658,0.01649,11.81384,0.30718,3.26258,0.0514,1.86993,0.04862,0.81109,0.01278
SEHNEZ_clean_pacmof,8,1143.224901574803,4.09947,0.12968,0.02032,0.00264,180.37166,5.70596,0.56918,0.07389,577.51099,18.26924,1.82239,0.23657,234.03146,7.40346,1.15992,0.15057
SEFWEH_clean_pacmof,8,6.986142285546988,0.25266,0.00383,0.20494,0.00274,11.11654,0.16866,5.74119,0.07678,20.32452,0.30837,10.4967,0.14037,5.52008,0.08375,4.47767,0.05988
SEFVUW_clean_pacmof,8,9.33541956420955,0.30797,0.00379,0.18694,0.00395,13.55029,0.16678,5.23687,0.11058,25.16842,0.30977,9.727,0.20539,6.84662,0.08427,4.15598,0.08775
SEHMIC_clean_pacmof,12,465.25730769230773,2.13471,0.06116,0.026,0.00127,93.92452,2.69116,0.72844,0.03561,349.52746,10.01481,2.7108,0.13252,64.58918,1.85064,0.78677,0.03846
SEHLIC_clean_pacmof,6,127365.88888888888,2.02287,0.09132,9e-05,0.0001,89.00371,4.01787,0.00255,0.00271,384.18721,17.34326,0.011,0.0117,149.80286,6.76251,0.00673,0.00717
SENWIT_clean_pacmof,12,15.764422854499188,0.60132,0.00874,0.21615,0.00128,26.45721,0.38467,6.05502,0.03579,41.44703,0.60262,9.48561,0.05607,9.75279,0.1418,3.5057,0.02072
SEHSOO_clean_pacmof,18,310.7952600750398,6.77296,0.103,0.12349,0.00284,298.00201,4.53194,3.45948,0.07968,808.76765,12.29955,9.38893,0.21624,181.42982,2.75914,3.30807,0.07619
SEQSOY_clean_pacmof,9,52.590605403504654,3.16713,0.08604,0.34126,0.00313,139.35007,3.78579,9.55981,0.08756,281.27728,7.6416,19.29642,0.17674,51.33065,1.39453,5.53086,0.05066
SENWEP_clean_pacmof,8,494.97518452532455,6.86385,0.07046,0.07858,0.00405,302.00098,3.10001,2.20117,0.11341,748.7012,7.68533,5.45699,0.28116,115.07298,1.18121,1.31732,0.06787
SEHXIN_clean_pacmof,18,14.641248259480712,0.6309,0.01508,0.24418,0.00418,27.75899,0.66366,6.84034,0.11709,86.03645,2.05695,21.20102,0.3629,16.31127,0.38997,6.313,0.10806
SEHZUB_clean_pacmof,36,292.76167863955516,4.24315,0.09413,0.08213,0.00465,186.69354,4.1416,2.30065,0.13028,428.22504,9.49973,5.27708,0.29883,117.99546,2.61761,2.28382,0.12933
SENQAE_clean_pacmof,27,100.6380217075081,1.05812,0.02069,0.05958,0.00107,46.55595,0.91017,1.669,0.03002,257.53955,5.03489,9.23262,0.16604,46.52997,0.90966,2.61992,0.04712
SEHSII_clean_pacmof,18,336.28828294803395,7.00805,0.16836,0.11809,0.0089,308.34599,7.40781,3.30806,0.24936,817.29668,19.63501,8.76829,0.66094,184.69744,4.43723,3.11222,0.23459
SEHNID_clean_pacmof,8,577.4286939571149,4.35619,0.03353,0.04275,0.00167,191.66711,1.47541,1.1977,0.04671,554.39105,4.26758,3.46431,0.1351,230.95249,1.77782,2.26671,0.0884
SEHTEF_clean_pacmof,18,168.91964487928612,6.58101,0.12891,0.22077,0.00547,289.55662,5.6721,6.18443,0.15316,626.28505,12.26823,13.37636,0.33126,140.26542,2.74765,4.70533,0.11653
SENWOZ_clean_pacmof,8,12.282048840862569,0.45531,0.00523,0.21007,0.0026,20.03314,0.22995,5.88488,0.07294,29.77184,0.34173,8.7457,0.1084,4.92314,0.05651,2.27146,0.02815
SEQSIS_clean_pacmof,9,119.3511849080137,3.60244,0.10676,0.17104,0.00654,158.50307,4.69719,4.79144,0.18323,362.14713,10.73212,10.94747,0.41863,59.89527,1.77498,2.84377,0.10875
SENVIR_clean_pacmof,8,33.43857007035558,2.58608,0.05763,0.43825,0.00535,113.78438,2.53556,12.27687,0.14977,193.47099,4.31128,20.87473,0.25465,87.18596,1.94284,14.77493,0.18024
SEJHAR_clean_pacmof,12,8862.3300330033,1.57958,0.00717,0.00101,0.00026,69.49973,0.31569,0.02827,0.00719,379.88461,1.72554,0.15454,0.03929,94.34095,0.42852,0.06028,0.01532
SENWAL_clean_pacmof,8,28.541540785498487,1.13367,0.03021,0.22508,0.00517,49.88006,1.32939,6.30531,0.14481,73.01096,1.94587,9.22927,0.21196,12.25802,0.3267,2.43374,0.05589
SEHVOQ_clean_pacmof,6,89834.4761904762,5.5486,0.02707,0.00035,0.00024,244.13184,1.19105,0.00992,0.00683,852.04018,4.15686,0.03462,0.02385,191.81509,0.93581,0.01224,0.00843
SEHSUU_clean_pacmof,18,318.6327479483516,6.69185,0.13053,0.11901,0.00652,294.43329,5.74297,3.33381,0.18273,809.98666,15.79892,9.17132,0.5027,180.37973,3.51834,3.20786,0.17583
SEJBAL_clean_pacmof,36,404.4155730533683,4.35056,0.12916,0.06096,0.00352,191.41942,5.68275,1.70775,0.09862,448.06445,13.30187,3.99741,0.23084,120.90716,3.58942,1.6942,0.09783
SEMPUX_clean_pacmof,18,341.4616347629432,4.97369,0.06028,0.08254,0.00471,218.83633,2.65245,2.3122,0.13198,521.36609,6.31931,5.50869,0.31445,197.83758,2.39793,3.28313,0.18741
SEHTAB_clean_pacmof,18,39.51333684881242,2.11573,0.03484,0.30342,0.003,93.08942,1.53311,8.49972,0.08399,262.55671,4.32409,23.97327,0.23689,57.91019,0.95373,8.30487,0.08206
SESDEA01_clean_pacmof,24,2063.282899921198,1.54018,0.06985,0.00423,0.00068,67.76618,3.07345,0.11859,0.01915,261.59824,11.86447,0.4578,0.07393,72.1864,3.27393,0.19841,0.03204
SERJOP_clean_pacmof,8,92.81299871299869,2.12105,0.08119,0.1295,0.00241,93.32376,3.57232,3.62788,0.06755,275.29001,10.53777,10.70165,0.19925,56.32375,2.156,3.43895,0.06403
SETSIV_clean_pacmof,8,16.103487765607635,0.83543,0.04391,0.29398,0.00887,36.75807,1.9321,8.23533,0.24853,51.62366,2.71348,11.56584,0.34905,10.12552,0.53222,3.56303,0.10753
SERCEZ_clean_pacmof,4,12.746923156479468,0.6525,0.00821,0.29007,0.00813,28.7091,0.36115,8.126,0.22774,40.65773,0.51145,11.50801,0.32252,10.40013,0.13083,4.62349,0.12958
SERKEG_clean_pacmof,16,12.170493714517436,0.28247,0.00857,0.13152,0.00193,12.42816,0.37717,3.68427,0.05402,32.62417,0.99009,9.67128,0.1418,6.08431,0.18465,2.83289,0.04154
SETFUT_clean_pacmof,16,407.8674391488121,3.29221,0.05502,0.04574,0.00334,144.85328,2.42092,1.28144,0.09364,437.70212,7.31529,3.87212,0.28296,68.81235,1.15006,0.95611,0.06987
SERWAP_clean_pacmof,8,74.93163180844618,5.16539,0.07569,0.39063,0.0115,227.27101,3.33019,10.94297,0.32203,397.08701,5.8185,19.11952,0.56266,160.06134,2.34537,12.10463,0.35622
SESDEA_clean_pacmof,24,1885.5509893455096,1.45742,0.07237,0.00438,0.00049,64.12465,3.18431,0.12283,0.01365,248.0802,12.31919,0.47519,0.05282,68.30734,3.39201,0.2055,0.02284
SERJUV_clean_pacmof,8,29.08795807423051,0.875,0.02418,0.17046,0.00141,38.49901,1.06394,4.77522,0.03949,90.55613,2.50255,11.23211,0.09289,18.8475,0.52086,3.67173,0.03037
SETQIT_clean_pacmof,30,201.1160145018127,2.83893,0.02517,0.07999,0.00167,124.90955,1.10739,2.24079,0.04665,328.52355,2.91255,5.89347,0.12269,80.38489,0.71266,2.26492,0.04715
SETQAL_clean_pacmof,30,185.4543045325227,2.79916,0.0546,0.08553,0.00395,123.15979,2.40237,2.39598,0.11076,323.43399,6.30893,6.29215,0.29086,79.25884,1.54603,2.42178,0.11195
SETDUS_clean_pacmof,24,37.43876046548365,2.50941,0.01814,0.37982,0.01068,110.41096,0.79822,10.6401,0.29931,232.53252,1.6811,22.40874,0.63037,61.13064,0.44195,9.25265,0.26028
SESLUZ_clean_pacmof,10,281.42417014510033,2.49855,0.02826,0.05031,0.00278,109.93299,1.2436,1.40932,0.07789,478.14501,5.40893,6.12975,0.33879,93.16355,1.0539,1.87587,0.10368
SETPEO_clean_pacmof,8,38.28978855550989,1.97278,0.0387,0.29196,0.00725,86.80015,1.70281,8.1788,0.20304,137.87694,2.70481,12.99154,0.32252,40.66155,0.79768,6.01765,0.14939
SETQEP_clean_pacmof,30,173.25622814685312,2.79819,0.04063,0.09152,0.00232,123.11699,1.7878,2.56386,0.06502,319.78238,4.6436,6.65934,0.16887,79.2313,1.15053,2.59148,0.06572
SETRAM_clean_pacmof,4,12.239064806118341,0.64389,0.00727,0.29812,0.00499,28.33055,0.32007,8.35136,0.13976,56.13707,0.63422,16.54825,0.27694,9.72372,0.10986,4.50203,0.07534
SERLEI_clean_pacmof,4,15.15884537141277,0.90295,0.03958,0.33754,0.00443,39.72874,1.74126,9.45559,0.12405,58.72541,2.57386,13.97688,0.18336,18.76942,0.82264,7.01631,0.09205
SERWIX_clean_pacmof,8,68.6424479579786,4.58152,0.0676,0.37822,0.01249,201.58141,2.97439,10.59518,0.34984,335.38301,4.94868,17.62783,0.58206,136.54222,2.01472,11.27194,0.37219
SERWET_clean_pacmof,8,72.04823088120031,4.54209,0.06859,0.35724,0.00387,199.84669,3.018,10.00753,0.10828,401.03943,6.05633,20.08246,0.21729,163.4305,2.46806,12.85395,0.13908
SEQTEP_clean_pacmof,8,52.53964191300168,2.57197,0.07445,0.2774,0.00517,113.16348,3.27571,7.77098,0.14485,218.98315,6.33884,15.03766,0.28029,60.61531,1.75461,6.53771,0.12186
SETSUH_clean_pacmof,8,52.63844341469317,4.35001,0.22117,0.46829,0.01123,191.3954,9.7314,13.11833,0.31457,239.09938,12.15688,16.38798,0.39297,98.9165,5.02936,10.64853,0.25534
SIBLAQ_clean_pacmof,18,420.2197710370184,2.9581,0.04674,0.03989,0.0043,130.1529,2.05667,1.11758,0.12048,389.51904,6.15515,3.34468,0.36058,72.1745,1.1405,0.97338,0.10494
SEYNAM_clean_pacmof,9,139.26440863152143,2.69919,0.04491,0.10983,0.00437,118.76111,1.97599,3.07677,0.12246,287.57822,4.78483,7.45035,0.29653,82.97311,1.38054,3.37623,0.13437
SEWCED_clean_pacmof,4,18.95215570102091,0.69997,0.02487,0.20929,0.00348,30.79787,1.09427,5.86288,0.09746,49.91144,1.7734,9.50146,0.15795,27.96291,0.99355,8.36078,0.13899
SETXEW_clean_pacmof,6,3557.4679487179487,1.63225,0.07678,0.0026,0.00055,71.81717,3.37832,0.07292,0.01547,330.37398,15.54096,0.33545,0.07116,79.99925,3.76321,0.12758,0.02706
SEYQIW_clean_pacmof,12,9.943674552739708,0.22919,0.00456,0.13061,0.00224,10.08417,0.20077,3.65897,0.06272,20.82694,0.41466,7.5569,0.12954,4.34365,0.08648,2.47541,0.04243
SEVWEV_clean_h_pacmof,30,69308.5072463768,2.81311,0.02394,0.00023,8e-05,123.77337,1.05316,0.00632,0.0022,482.42901,4.10488,0.02463,0.00857,118.60862,1.00921,0.00951,0.00331
SEVLEM_clean_pacmof,1,20.424783043016795,0.76975,0.00942,0.21356,0.00414,33.86797,0.41437,5.98267,0.11598,65.23888,0.79819,11.52425,0.22342,12.06877,0.14766,3.34844,0.06492
SEYFEI_clean_pacmof,18,3683.5558464223386,2.48315,0.00457,0.00382,0.00108,109.25549,0.20089,0.10711,0.03014,467.88783,0.86031,0.45872,0.12906,71.34515,0.13118,0.10986,0.03091
SEYFAE_clean_pacmof,18,241724.88888888885,2.55944,0.00552,6e-05,9e-05,112.61225,0.24294,0.00175,0.00253,456.61476,0.98507,0.00709,0.01026,72.11691,0.15558,0.00176,0.00254
SETXAS_clean_pacmof,18,328.20672162333545,1.82676,0.04909,0.03154,0.00118,80.37526,2.16007,0.88367,0.03304,323.33169,8.68948,3.55479,0.13292,55.40077,1.48889,0.95665,0.03577
SETWUL_clean_pacmof,18,830.5360119047618,1.64153,0.03309,0.0112,0.0007,72.22515,1.45575,0.3138,0.01971,297.371,5.99374,1.29199,0.08116,50.34698,1.01478,0.34357,0.02158
SETTAO_clean_pacmof,2,15.40103687519166,0.94537,0.04929,0.34784,0.01452,41.59518,2.16869,9.74429,0.40683,44.43276,2.31663,10.40903,0.43459,6.16897,0.32164,2.26983,0.09477
SEZPOE_clean_pacmof,18,81.18459915611815,1.53926,0.04953,0.10744,0.00428,67.72567,2.17926,3.00973,0.11979,226.07162,7.27447,10.04664,0.39988,57.19618,1.84044,3.99223,0.1589
SETSOB_clean_pacmof,8,16.22033788534843,1.03127,0.00646,0.36028,0.01509,45.37476,0.28425,10.09259,0.42265,73.91659,0.46305,16.44107,0.6885,14.45692,0.09057,5.05054,0.2115
SETWOF_clean_pacmof,27,1750.7583239805463,2.75281,0.08499,0.00891,0.00066,121.12027,3.73944,0.24968,0.01849,462.89167,14.2912,0.95421,0.07066,124.41802,3.84125,0.40283,0.02983
SEYDUW_clean_pacmof,18,22891.683544303796,3.19137,0.00264,0.00079,0.00029,140.41652,0.11632,0.02223,0.00813,463.02736,0.38356,0.07331,0.02682,71.91868,0.05957,0.01788,0.00654
SEZPIY_clean_pacmof,16,501.94102276969016,3.164,0.1339,0.03572,0.00481,139.21208,5.89159,1.00075,0.13484,509.006,21.54163,3.65907,0.49302,110.57325,4.67957,1.24845,0.16822
SIBDEO_clean_pacmof,20,19.937821138211383,0.18032,0.0085,0.05125,0.00238,7.93377,0.37397,1.43568,0.06656,22.08496,1.04101,3.99644,0.18529,4.09931,0.19323,1.16509,0.05402
SETXIA_clean_pacmof,8,114.87871133892975,2.72891,0.02293,0.13461,0.01078,120.06868,1.0087,3.77102,0.30195,316.90053,2.66229,9.95294,0.79693,131.89926,1.10809,6.50646,0.52097
SIHLUQ_clean_pacmof,18,591.7501602283983,5.97424,0.12382,0.05721,0.0041,262.85924,5.44802,1.6027,0.11484,788.83081,16.34931,4.80964,0.34462,236.05671,4.89251,2.26057,0.16197
SINZIA_clean_pacmof,16,79.9501667949705,0.91637,0.00498,0.06495,0.00315,40.3191,0.21894,1.81941,0.08823,101.48272,0.55106,4.57944,0.22206,28.40871,0.15426,2.01347,0.09764
SIBMIB_clean_pacmof,4,2061.722222222222,0.61124,0.05334,0.00168,0.00041,26.89374,2.34687,0.04701,0.01147,109.26178,9.5347,0.19101,0.0466,14.28506,1.24658,0.03922,0.00957
SINQAH_clean_pacmof,40,376.66020586947,2.02333,0.01437,0.03044,0.00269,89.02409,0.63216,0.85271,0.07526,373.58164,2.65282,3.57834,0.31584,67.93889,0.48244,1.02209,0.09021
SINVAM_clean_pacmof,27,13.096208786966256,0.19954,0.00979,0.08634,0.00348,8.77961,0.43094,2.41869,0.09735,36.49139,1.79115,10.053,0.40461,6.67268,0.32752,2.88722,0.11621
SIDCAL_clean_pacmof,12,23.558878124443766,1.09,0.05813,0.26218,0.0049,47.95857,2.55762,7.34467,0.13731,103.38891,5.51371,15.83361,0.29601,31.86618,1.69942,7.66496,0.14329
SIPVOD_clean_pacmof,5,111.28381147540985,0.19167,0.01281,0.00976,0.00028,8.43309,0.56365,0.27339,0.00782,37.30331,2.49329,1.20931,0.0346,6.81094,0.45523,0.34679,0.00992
SIQCUS_clean_pacmof,12,115.62795237702437,2.47369,0.07863,0.12123,0.00537,108.83956,3.45978,3.39616,0.15045,298.40708,9.48573,9.31131,0.41248,60.21115,1.91399,2.95089,0.13072
SIKYER_clean_pacmof,12,60.47318038832845,2.62354,0.09762,0.24584,0.00522,115.43279,4.29501,6.88692,0.14618,279.55438,10.40162,16.6787,0.35402,50.13757,1.86551,4.69822,0.09972
SIKGAW_clean_pacmof,12,13.687684365781708,0.74242,0.01408,0.30736,0.00461,32.66577,0.61954,8.6102,0.1292,58.07235,1.10141,15.30698,0.22969,15.94556,0.30243,6.60136,0.09906
SICDAL_clean_pacmof,48,,0.00029,0.00011,0.0,1e-05,0.01279,0.00489,0.00012,0.00015,0.04379,0.01673,0.00041,0.00051,0.007,0.00268,0.0001,0.00013
SICCAK_clean_pacmof,6,157.38799395922476,2.20695,0.07226,0.07946,0.00487,97.10308,3.17953,2.22596,0.13632,246.76105,8.07991,5.65667,0.34643,80.47685,2.63512,2.89754,0.17745
SIQCOM_clean_pacmof,12,116.79130171321543,2.49425,0.02351,0.12102,0.00428,109.74407,1.03449,3.39012,0.12002,300.76858,2.83516,9.29108,0.32894,60.71154,0.57229,2.94563,0.10429
SIFVAG_clean_pacmof,6,44.29176788124156,1.06183,0.0484,0.13585,0.00275,46.71934,2.12968,3.80575,0.07709,108.61778,4.95129,8.84798,0.17923,20.59357,0.93875,2.63481,0.05337
SINLAE_clean_pacmof,18,400.48496857064765,5.17191,0.06436,0.07318,0.00237,227.55786,2.8317,2.05004,0.06644,543.30891,6.76087,4.89461,0.15864,161.1004,2.00472,2.27951,0.07388
SIKJOM_clean_pacmof,10,7.664621676891614,0.26236,0.00492,0.19397,0.00359,11.54355,0.21654,5.43373,0.10046,27.81238,0.52173,13.09173,0.24204,4.18321,0.07847,3.09273,0.05718
SINQEL_clean_pacmof,27,21.928784925276155,0.69482,0.01098,0.17955,0.00236,30.57114,0.48306,5.02973,0.06622,78.91817,1.24699,12.98405,0.17093,19.23568,0.30394,4.97067,0.06544
SIPWUK_clean_pacmof,16,1422.3122205663187,3.36837,0.09431,0.01342,0.00171,148.20418,4.14972,0.37589,0.04784,499.61025,13.9891,1.26717,0.16128,66.33563,1.8574,0.26426,0.03363
SIPCID_clean_pacmof,8,12.911466391610794,0.13254,0.00412,0.05817,0.00121,5.8317,0.18137,1.62961,0.03385,17.21381,0.53538,4.81022,0.0999,4.01417,0.12485,1.7618,0.03659
SICZOV_clean_pacmof,8,18.89146622665059,1.05061,0.09185,0.31514,0.01067,46.22549,4.04109,8.82823,0.29885,38.81846,3.39356,7.41362,0.25097,26.82792,2.34533,8.04735,0.27242
SIVKAK_clean_pacmof,8,28.2260101010101,0.06575,0.00346,0.0132,0.00089,2.89306,0.15234,0.36975,0.02488,11.31545,0.59585,1.44619,0.09731,2.01513,0.10611,0.40451,0.02722
SIVGOV_clean_pacmof,24,22.74055613153627,1.00639,0.01172,0.25078,0.00362,44.27986,0.51571,7.02529,0.10131,99.14723,1.15472,15.73036,0.22684,22.36964,0.26053,5.57431,0.08039
SIVGAH_clean_pacmof,12,41.006592429339214,2.49542,0.05611,0.34484,0.00687,109.7954,2.46867,9.66003,0.19236,250.61405,5.63487,22.04955,0.43907,56.1917,1.26343,7.76498,0.15462
SIRBIG06_clean_pacmof,32,302.40408192701574,4.9331,0.15245,0.09244,0.00454,217.05033,6.7076,2.58964,0.12729,519.50661,16.05453,6.19827,0.30467,150.93476,4.6644,2.82841,0.13903
SIVGIP_clean_pacmof,24,20.541214346530435,0.90826,0.02138,0.25056,0.00507,39.96223,0.94071,7.01905,0.14215,88.44945,2.08209,15.53544,0.31461,20.18842,0.47523,5.56935,0.11279
SISQES_clean_pacmof,12,240.69647519582244,3.25365,0.06337,0.0766,0.00472,143.15667,2.78819,2.14574,0.13234,475.18297,9.2549,7.1224,0.43926,128.08855,2.49472,3.01543,0.18597
SIVJIS_clean_pacmof,18,28.175201314485136,1.2205,0.01933,0.24547,0.00752,53.70055,0.85048,6.87645,0.21068,149.12926,2.36183,19.09626,0.58507,45.11529,0.71451,9.07367,0.278
SIQFIH_clean_pacmof,24,76.14040239260467,0.41183,0.01055,0.03065,0.00062,18.11982,0.46435,0.85866,0.01727,88.96901,2.27996,4.21603,0.08481,19.2282,0.49275,1.43112,0.02879
SISPUH_clean_pacmof,12,228.26808437953707,3.14446,0.03211,0.07806,0.00455,138.35253,1.41282,2.18686,0.1276,469.38156,4.79319,7.41924,0.43289,125.86995,1.28535,3.12485,0.18232
SIQFED_clean_pacmof,16,448.60903540903536,1.08062,0.01484,0.01365,0.0004,47.54617,0.65297,0.3824,0.01109,233.30132,3.20402,1.87637,0.05441,67.41215,0.9258,0.85155,0.02469
SISFEH_clean_pacmof,36,486.5628095452499,1.90704,0.01602,0.02221,0.00094,83.90733,0.70478,0.62232,0.02643,270.29764,2.27037,2.00472,0.08513,70.37666,0.59113,0.81981,0.03481
SIVGUB_clean_pacmof,8,8.735622452179365,0.49161,0.01294,0.3189,0.00674,21.63028,0.56948,8.93346,0.18885,29.38196,0.77356,12.13496,0.25653,10.00757,0.26348,6.49172,0.13723
SIRZUQ_clean_pacmof,12,14.029020710815647,0.19365,0.00128,0.07822,0.00188,8.52049,0.05618,2.1913,0.05272,28.10894,0.18535,7.22907,0.17393,5.30725,0.035,2.14378,0.05158
SIVQAR_clean_pacmof,27,45.29482909209338,1.79983,0.05547,0.22517,0.0046,79.19054,2.44072,6.30791,0.12883,214.41732,6.60853,17.07939,0.34883,54.92168,1.69273,6.87116,0.14034
SISQAO_clean_pacmof,12,36.42827457348909,1.22714,0.03524,0.19089,0.00486,53.99282,1.55049,5.34754,0.13603,180.19847,5.17468,17.84716,0.45398,48.4987,1.39271,7.54435,0.19191
SISQIW_clean_pacmof,12,234.41394713984363,3.33378,0.07685,0.08059,0.00351,146.68247,3.38128,2.25762,0.09825,474.02921,10.92717,7.29589,0.31752,129.28458,2.98023,3.12531,0.13601
SIRBIG07_clean_pacmof,36,14.130580506770343,0.372,0.00742,0.14918,0.00513,16.36765,0.32643,4.17907,0.14373,36.59437,0.72982,9.34347,0.32135,8.37444,0.16701,3.35833,0.1155
SIQQEO_clean_pacmof,27,115.8188549574419,4.73849,0.0553,0.23184,0.00542,208.48787,2.4333,6.4946,0.15183,426.19857,4.97425,13.2765,0.31037,83.40307,0.97341,4.08063,0.09539
